time_s,x_m,altitude_m,speed_mps,gamma_deg,alpha_deg,CL,CD,Cm
0.0,0.0,18.288,5.0000000499857675,-39.9999994275327,9.00000008988885,0.5921812884441233,0.0956162151616732,-0.07791109664169361
0.16066955864265434,0.6314507939112665,17.668182409168377,6.0418964430736155,-48.16310662909751,8.653582612959566,0.7047261032678678,0.09155733095688294,-0.07361741180617351
0.3213391172853087,1.3106332539594128,16.85251683950164,7.177632024769139,-51.945377069280504,8.30716513603028,0.7729670883026728,0.08963654678429489,-0.07043308774861655
0.482008675927963,2.0704133050588918,15.865229691885718,8.33035007438698,-52.82789651659799,7.960747659100995,0.7867111263759925,0.08611392114069319,-0.06810989608136336
0.6426782345706173,2.944215599230009,14.734580813121026,9.45774577262579,-51.83875923913207,7.6143301821717095,0.7790563157756046,0.08179672774867855,-0.06570499535984559
0.8033477932132717,3.962387072570806,13.493012356961657,10.533336052336724,-49.574848150024884,7.267912705242425,0.7648125676839667,0.07753467991633183,-0.06329011733414878
0.964017351855926,5.150275842115375,12.177614761533373,11.537602739778663,-46.40144515186636,6.921495228313139,0.7485547088071798,0.07354651262564994,-0.061084728989311644
1.1246869104985804,6.526317900388309,10.82952684517956,12.454848987906995,-42.56925607094408,6.575077751383855,0.7316767620872678,0.06984274747475624,-0.0591469970176535
1.2853564691412347,8.100286178841289,9.492293580969063,13.272223950599054,-38.269444070578864,6.228660274454571,0.714467033094976,0.06639013086833062,-0.057429333979892985
1.446026027783889,9.872131716474295,8.209433841811942,13.979621755259956,-33.66116667789381,5.882242797525285,0.6968031724376892,0.06315439389771078,-0.055847529884474514
1.6066955864265433,11.831729904415361,7.021538843820266,14.56993972878828,-28.88554885027917,5.5358253205959995,0.6784469264261058,0.060107144544993586,-0.054312585764190624
1.7673651450691976,13.959695833808517,5.963325401962546,15.039419016756419,-24.072097613418475,5.189407843666714,0.659186290970939,0.05722575549606581,-0.05274176776005924
1.928034703711852,16.229230770994022,5.06111627716106,15.387886113596092,-19.340768139813765,4.842990366737429,0.6388940508835717,0.05449315311433667,-0.05106156602398006
2.088704262354506,18.608744034739793,4.3311562296214134,15.618788180210522,-14.801793056896436,4.496572889808144,0.6175329904135212,0.051897521709933024,-0.049207447380956615
2.2493738209971608,21.064833616991404,3.778998507750638,15.73899151762426,-10.55472503310997,4.150155412878859,0.5951323464875313,0.04943121190770205,-0.047121931310335735
2.4100433796398146,23.5651613620214,3.39996843565108,15.758378728172792,-6.6875784120002715,3.8037379359495747,0.5717532616333889,0.04708881602710943,-0.04475148823405153
2.5707129382824694,26.08083152691838,3.1805045894529673,15.689321855673656,-3.2765044811664157,3.4573204590202895,0.5474519604672341,0.04486478612480961,-0.04204242510703437
2.7313824969251237,28.588035317800042,3.1000506927221974,15.546121821206269,-0.3861195283191971,3.1109029820910035,0.5222439641439689,0.04275111870027318,-0.038935858705415216
2.892052055567778,31.068898652997678,3.1331415516299033,15.344492740499806,1.9296194274713159,2.764485505161719,0.49607270629165456,0.04073576687273498,-0.03536217082566639
3.0527216142104323,33.51161400031065,3.2513782736098524,15.10114137663201,3.626284937350669,2.4180680282324336,0.46878938261054065,0.038802554775083535,-0.031236056873683804
3.2133911728530866,35.909627898468095,3.4269724262410572,14.830501089016778,4.759964131182856,2.2278108551743205,0.4522142128792973,0.03779919854338548,-0.028819284841525263
3.3740607314957405,38.25902180852758,3.64106957932236,14.536632109688338,5.662884845965931,2.5060345937297197,0.47059413803868644,0.039424764504991855,-0.03279234182621534
3.5347302901383952,40.55584136623047,3.886892402823204,14.218143823223292,6.565044169029511,2.78425833228512,0.4879868223531502,0.0410796512910895,-0.0361377796512598
3.6953998487810495,42.796011627315735,4.161348698360088,13.87656616993731,7.414950148965607,3.0624820708405203,0.5045961114477829,0.0427780773147398,-0.03893707316437841
3.856069407423704,44.97616273494751,4.459376810997267,13.514733848355093,8.163180176643118,3.3407058093959208,0.5206298059248045,0.04453525605289549,-0.041276481979198275
4.016738966066359,47.093878300072724,4.774318987278836,13.136681815394217,8.763147948586452,3.6189295479513213,0.536289978851742,0.04636597781160738,-0.043244605556855754
4.177408524709012,49.147867987719074,5.098333114800956,12.747527833077505,9.171918930389113,3.8971532865067204,0.5517634256082037,0.048283276173274485,-0.04492964612621872
4.338078083351667,51.138059394425085,5.422818238510185,12.353340983994892,9.3511933361579,4.175377025062121,0.567213253532039,0.050297248269830355,-0.046416231110702005
4.4987476419943215,53.06561258318847,5.738832004343492,11.96099051801363,9.268595384666073,4.453600763617521,0.5827728282562822,0.05241409412060081,-0.04778192651197249
4.659417200636976,54.932866978715815,6.037483196554898,11.577964127136408,8.899397953611862,4.7318245021729215,0.5985432909244045,0.0546354556838033,-0.04909384563909225
4.820086759279629,56.74323440771629,6.310288465956801,11.212139975930416,8.22875042318517,5.010048240728321,0.6145953608278435,0.056958155462337366,-0.050405929769682
4.9807563179222845,58.50105403978667,6.549487892289568,10.871494668635302,7.254341721660054,5.288271979283721,0.6309750584579469,0.05937443742883704,-0.05175745988465799
5.141425876564939,60.211425176996,6.7483181883639975,10.563732789551525,5.989212580979708,5.566495717839121,0.6477115558800531,0.061872778406903195,-0.0531731232777861
5.302095435207593,61.88003250415657,6.901244613869322,10.295835771912595,4.4641605853189645,5.844719456394523,0.6648240989666545,0.06443924725844066,-0.0546645877734639
5.462764993850247,63.512975589645734,7.004153001947144,10.073549964114578,2.7289466101697664,6.122943194949923,0.682324540060079,0.06705924178610355,-0.05623321135249588
5.623434552492902,65.11661007498195,7.054502088526787,9.90086288282121,0.851453810527463,6.401166933505322,0.700213192207348,0.06971927476761723,-0.05787340670961188
5.784104111135556,66.69740230252943,7.051434186098805,9.77954368754612,-1.0857888472350008,6.679390672060722,0.7184688283176492,0.07240841258364676,-0.05957629609838277
5.94477366977821,68.26179287626562,6.995839866927694,9.708835441922227,-2.991695933728268,6.957614410616123,0.7370378211363476,0.07511908880445754,-0.061333447449260135
6.105443228420865,69.81605929897749,6.890370394780628,9.685371654595123,-4.7745172000552865,7.235838149171523,0.7558299366543174,0.07784729092058136,-0.06314047763486509
6.266112787063519,71.36616524220841,6.7393906674420965,9.703347819387295,-6.35010139218867,7.514061887726922,0.7747261366503106,0.0805923571201095,-0.06500013212580238
6.426782345706173,72.9176744417438,6.547970070974412,9.75750882925912,-7.712984198389555,7.591525519439926,0.780361397131486,0.08132614602658654,-0.06552490045874323
6.5874519043488275,74.4757797044156,6.31994241207502,9.845359053324312,-8.933727867340822,7.468229044310531,0.7729068990165826,0.08002371172448415,-0.06467770142371317
6.748121462991481,76.04534416409116,6.057797560046106,9.963959677574278,-10.02351395174544,7.344932569181138,0.7656600471413872,0.07870840516217191,-0.06384279097359809
6.908791021634136,77.63087834900327,5.764392804779464,10.108348467001363,-10.937999436531758,7.221636094051743,0.7585684757974951,0.07738561978284651,-0.06302133095719552
7.0694605802767905,79.23644391075001,5.443702848583499,10.272742400340968,-11.64710463750568,7.098339618922348,0.7515777788920606,0.07606148699948491,-0.06221501950438173
7.230130138919446,80.86552418094455,5.100607446759542,10.450940361632313,-12.134849952161058,6.975043143792954,0.744637905702433,0.07474231478666012,-0.06142577502751383
7.390799697562099,82.52090696759689,4.740655309957682,10.636687220626818,-12.398084095826736,6.8517466686635595,0.737705898613758,0.07343403779320579,-0.06065534840587961
7.5514692562047525,84.20458764182334,4.369810910716159,10.823979149838442,-12.444562519615602,6.728450193534165,0.7307459307525357,0.0721417895961973,-0.05990494572608063
7.712138814847408,85.91770142961718,3.994191957815728,11.007303509103298,-12.290774018091499,6.60515371840477,0.7237280475926681,0.07086965593331757,-0.059174955323706833
7.872808373490062,87.66049293275202,3.619806722059275,11.181815801707817,-11.959795901749086,6.481857243275376,0.7166267614883471,0.06962060763985879,-0.05846483600029827
8.033477932132717,89.43232849404716,3.2523017414738526,11.343460885782848,-11.479337407594723,6.35856076814598,0.7094201320028578,0.06839657144128058,-0.057773168208603835
8.194147490775372,91.23175351638204,2.8967312554442937,11.48904693025774,-10.8800365633844,6.235264293016586,0.7020894978443917,0.06719858270318828,-0.05709782697188835
8.354817049418024,93.05659277829649,2.5573596194274275,11.616279982658716,-10.194015319922292,6.111967817887193,0.6946197334016896,0.06602696972766148,-0.056436217671948924
8.51548660806068,94.90408775115117,2.237506699027062,11.723765658857875,-9.453666769079424,5.988671342757797,0.6869997843927635,0.06488153355476475,-0.05578552048677402
8.676156166703334,96.77106148485446,1.9394438266359808,11.810983116498699,-8.690637629860378,5.865374867628404,0.6792232404472105,0.06376170244676836,-0.05514290572825933
8.836825725345987,98.65409926281933,1.6643445547706053,11.878235468459064,-7.934970281825075,5.742078392499009,0.6712887687942919,0.06266665241714463,-0.0545057008633051
8.997495283988643,100.54973222867949,1.412290574716668,11.926580184037391,-7.214375161460624,5.618781917369614,0.6632003173795905,0.06159539350573949,-0.05387150488857324
9.158164842631296,102.45461163068047,1.1823293000493702,11.957742721760996,-6.553612552288023,5.49548544224022,0.6549670696005748,0.0605468266237542,-0.05323825509411619
9.318834401273952,104.36566306046318,0.9725762411290679,11.974016506578417,-5.973970907620568,5.372188967110825,0.6466031825844321,0.059519778598257064,-0.0526042554922909
9.479503959916606,106.28021274226239,0.7803528061014942,11.978152299137703,-5.492836289132133,5.248892491981431,0.6381273626348472,0.058513024187170255,-0.05196817654463846
9.640173518559259,108.19592465554352,0.6040164571839236,11.969463957580553,-5.025212821215679,5.361686033328423,0.6458443286536597,0.059435399975920004,-0.05254853097217905
9.800843077201915,110.11039033386817,0.44522131457053526,11.943760490490625,-4.4572531635453805,5.553176246834214,0.658831810170639,0.06103496759083401,-0.053534372200006626
9.961512635844569,112.02071080707574,0.30759200763287253,11.897781013826048,-3.7829718770772174,5.744666460340002,0.6716273567993882,0.0626792311972416,-0.05452457353555235
10.122182194487223,113.92342542429797,0.19422504465424226,11.82954621193004,-3.0343725924839524,5.936156673845792,0.6842193533715908,0.06436878530061557,-0.055525279358102954
10.282851753129878,115.81466780084727,0.1069616533236459,11.738070579969373,-2.2461640673109824,6.127646887351581,0.6966040974763221,0.06610398612501954,-0.056542901198684895
10.44352131177253,117.6903808718708,0.046298500411640825,11.623399477334713,-1.4547090285498399,6.31913710085737,0.7087851721940048,0.06788491045087795,-0.057583902674648586
10.604190870415186,119.54654931324609,0.011369252990787752,11.486611753349507,-0.6969270411601824,6.510627314363161,0.7207724108660651,0.06971127704305831,-0.05865450595382233
10.76486042905784,121.3794314344168,-9.963009724619752e-09,11.32978746872966,-0.009141304110499236,6.702117527868949,0.7325805145432758,0.07158233271467979,-0.059760344947885465
10.925529987700495,123.18577244114702,0.008835287425330093,11.155940749020582,0.5741444928152108,6.893607741374739,0.7442274894186097,0.07349671262930159,-0.060906105520343215
11.086199546343149,124.96298304136486,0.03352603273563094,10.968918090259592,1.0215529287970713,7.085097954880528,0.7557331679259727,0.075452292747369,-0.06209520988367843
11.246869104985803,126.70927135660006,0.06896549277165469,10.773262437925618,1.3062294684595737,7.276588168386317,0.7671181268229141,0.07744606187844737,-0.06332961691308159
11.407538663628458,128.42372131181534,0.10955739598505661,10.574043218151806,1.4073160333643193,7.468078381892107,0.7784032805819125,0.07947405090397167,-0.06460981494870989
11.568208222271112,130.10631624792555,0.14949896902942417,10.376652614558221,1.311453601505618,7.659568595397895,0.789610278005532,0.08153136377984486,-0.06593506936687961
11.728877780913766,131.75791158584966,0.1830627733102641,10.186569395759607,1.0142137329492156,7.8510588089036855,0.8007625562714766,0.08361235174647233,-0.06730394683864438
11.88954733955642,133.38016428210048,0.2048633360964574,10.009094237583653,0.521294895464668,8.042549022409474,0.8118865501449173,0.08571095044266555,-0.0687150746485359
12.050216898199075,134.97542912342496,0.21009734429961333,9.849065247295174,-0.15074107540855816,8.234039235915263,0.8230122322313378,0.08782115642806777,-0.07016802476107857
12.21088645684173,136.5466324752576,0.19474898051488418,9.710569096209628,-0.9744481549610781,8.425529449421054,0.8341720702351703,0.08993756564390308,-0.07166416742743988
12.371556015484384,138.09713307914976,0.15575440313533057,9.59667052496993,-1.9124177276832157,8.617019662926843,0.8453978369186124,0.0920558580142951,-0.07320734107120039
12.532225574127038,139.63057730307233,0.09112120873160397,9.509188605358782,-2.919259017766612,8.808509876432632,0.8567155491907452,0.09417311955262565,-0.07480423214533917
12.692895132769692,141.15075351114322,-0.0,9.448549152932909,-3.9445692792929763,9.000000089938421,0.86813985876847,0.09628795423311429,-0.07646442151526191
